"canonical_entity","mention_count","mention_rate","average_ranking_position","rank_variance","top1_rate","mention_prominence","frequency_across_runs","stability_score","consistency_label","avg_description_length","model_presence_count","cross_model_rate","prompt_type_response","co_mention_rate"
"le petit chateau","1","0.0026","","0.0","0.0","0.0","1","0.0026","unstable","0.0","1","0.3333","{""top_recommendation"": 0.0143, ""cuisine_authentique"": 0.0, ""localisation"": 0.0, ""occasion_speciale"": 0.0, ""comparatif"": 0.0, ""avis_touristes"": 0.0}","{""el mansour"": 1.0, ""la medina"": 1.0, ""la kasbah"": 1.0, ""la belle epoque"": 1.0, ""la maison arabe"": 1.0, ""le corsaire"": 1.0}"
"le chantier","2","0.0051","5.0","1.0","0.0","0.0","2","0.0026","unstable","598.0","1","0.3333","{""top_recommendation"": 0.0, ""cuisine_authentique"": 0.0, ""localisation"": 0.0, ""occasion_speciale"": 0.0, ""comparatif"": 0.0, ""avis_touristes"": 0.0328}","{""chez ali"": 0.5, ""la maison des saveurs"": 0.5, ""el mouradi"": 0.5, ""café de france"": 0.5, ""café des négociants"": 1.0, ""dar el-andalous"": 0.5, ""le jardin de carthage"": 0.5, ""la baie"": 0.5, ""le jardin des sens"": 0.5, ""le clos des oliviers"": 0.5, ""le jardin"": 0.5}"
"dar el khemis","3","0.0077","5.0","2.0","0.0","0.3333","3","0.0026","unstable","330.0","1","0.3333","{""top_recommendation"": 0.0286, ""cuisine_authentique"": 0.0, ""localisation"": 0.0149, ""occasion_speciale"": 0.0, ""comparatif"": 0.0, ""avis_touristes"": 0.0}","{""café des arts"": 0.6667, ""dar el jeld"": 0.6667, ""souk el attarine"": 0.3333, ""le jardin"": 0.3333, ""la terrasse"": 0.3333, ""la perle"": 0.3333, ""la table de sousse"": 0.3333, ""le dinar"": 0.3333, ""le clos de sousse"": 0.3333, ""chez ali"": 0.3333, ""café de paris"": 0.3333, ""la marine"": 0.3333, ""green garden"": 0.3333, ""le jardin de carthage"": 0.3333}"
"la table de la méditerranée","2","0.0051","5.0","1.0","0.0","0.0","2","0.0026","unstable","103.5","1","0.3333","{""top_recommendation"": 0.0, ""cuisine_authentique"": 0.0, ""localisation"": 0.0149, ""occasion_speciale"": 0.0182, ""comparatif"": 0.0, ""avis_touristes"": 0.0}","{""le bistrot de la marsa"": 0.5, ""la maison arabe"": 1.0, ""la villa bleue"": 0.5, ""le petit château"": 0.5, ""le café de la plage"": 0.5, ""le golfe"": 0.5, ""le grand bleu"": 0.5, ""le restaurant de l'hôtel hasdrubal"": 0.5}"
"café des négociants","2","0.0051","4.0","1.0","0.0","0.5","2","0.0026","unstable","655.0","1","0.3333","{""top_recommendation"": 0.0, ""cuisine_authentique"": 0.0, ""localisation"": 0.0, ""occasion_speciale"": 0.0, ""comparatif"": 0.0, ""avis_touristes"": 0.0328}","{""chez ali"": 0.5, ""la maison des saveurs"": 0.5, ""el mouradi"": 0.5, ""le chantier"": 1.0, ""café de france"": 0.5, ""dar el-andalous"": 0.5, ""le jardin de carthage"": 0.5, ""la baie"": 0.5, ""le jardin des sens"": 0.5, ""le clos des oliviers"": 0.5, ""le jardin"": 0.5}"
"le petit prince","2","0.0051","2.0","1.0","0.5","1.0","2","0.0026","unstable","79.0","2","0.6667","{""top_recommendation"": 0.0, ""cuisine_authentique"": 0.0, ""localisation"": 0.0, ""occasion_speciale"": 0.0182, ""comparatif"": 0.0, ""avis_touristes"": 0.0164}","{""l'atelier"": 0.5, ""le comptoir"": 0.5, ""le calife"": 0.5, ""la maison de la medina"": 0.5, ""dar el fell"": 0.5, ""la terrasse"": 0.5}"
"la table d'or","2","0.0051","4.0","1.0","0.0","0.5","2","0.0026","unstable","93.5","1","0.3333","{""top_recommendation"": 0.0, ""cuisine_authentique"": 0.0, ""localisation"": 0.0, ""occasion_speciale"": 0.0364, ""comparatif"": 0.0, ""avis_touristes"": 0.0}","{""la medina"": 0.5, ""le bistrot de la medina"": 0.5, ""le sultan"": 0.5, ""le jardin"": 0.5, ""la villa bleue"": 0.5}"
"café de la plage","2","0.0051","5.0","1.0","0.0","0.0","2","0.0026","unstable","108.5","2","0.6667","{""top_recommendation"": 0.0, ""cuisine_authentique"": 0.0, ""localisation"": 0.0149, ""occasion_speciale"": 0.0, ""comparatif"": 0.0149, ""avis_touristes"": 0.0}","{""le jardin de marsa"": 0.5, ""chez ali"": 0.5, ""dar el jeld"": 1.0}"
"le souk des epices","1","0.0026","5.0","0.0","0.0","0.0","1","0.0026","unstable","449.0","1","0.3333","{""top_recommendation"": 0.0, ""cuisine_authentique"": 0.0, ""localisation"": 0.0149, ""occasion_speciale"": 0.0, ""comparatif"": 0.0, ""avis_touristes"": 0.0}","{""chez ali"": 1.0, ""cafe de paris"": 1.0}"
"le souk des épices","1","0.0026","2.0","0.0","0.0","1.0","1","0.0026","unstable","1362.0","1","0.3333","{""top_recommendation"": 0.0, ""cuisine_authentique"": 0.0, ""localisation"": 0.0149, ""occasion_speciale"": 0.0, ""comparatif"": 0.0, ""avis_touristes"": 0.0}","{""café des arts"": 1.0, ""dar el jeld"": 1.0, ""la table du marché"": 1.0, ""le jardin"": 1.0}"
"le soummam","2","0.0051","4.0","1.0","0.0","0.5","2","0.0026","unstable","1144.0","1","0.3333","{""top_recommendation"": 0.0, ""cuisine_authentique"": 0.0, ""localisation"": 0.0, ""occasion_speciale"": 0.0, ""comparatif"": 0.0299, ""avis_touristes"": 0.0}","{""le jardin"": 0.5, ""dar el jeld"": 0.5, ""dar kalthoum"": 0.5, ""le clos de sousse"": 0.5, ""le jardin de l'atlas"": 0.5, ""le jardin des oliviers"": 0.5, ""la maison de la photographie"": 0.5, ""la perle"": 0.5}"
"la maison du pain","2","0.0051","2.0","1.0","0.5","1.0","2","0.0026","unstable","783.5","1","0.3333","{""top_recommendation"": 0.0, ""cuisine_authentique"": 0.0141, ""localisation"": 0.0, ""occasion_speciale"": 0.0, ""comparatif"": 0.0149, ""avis_touristes"": 0.0}","{""dar el jeld"": 0.5, ""la gourmandine"": 0.5, ""le jardin de la mer"": 0.5, ""le jardin"": 0.5, ""le ciel"": 0.5, ""la perle"": 0.5}"
"la maison des epices","1","0.0026","4.0","0.0","0.0","0.0","1","0.0026","unstable","646.0","1","0.3333","{""top_recommendation"": 0.0, ""cuisine_authentique"": 0.0, ""localisation"": 0.0, ""occasion_speciale"": 0.0182, ""comparatif"": 0.0, ""avis_touristes"": 0.0}","{""le jardin des sens"": 1.0, ""le trianon"": 1.0}"
"restaurant de la médina","1","0.0026","","0.0","0.0","0.0","1","0.0026","unstable","291.0","1","0.3333","{""top_recommendation"": 0.0143, ""cuisine_authentique"": 0.0, ""localisation"": 0.0, ""occasion_speciale"": 0.0, ""comparatif"": 0.0, ""avis_touristes"": 0.0}","{""le grand bleu"": 1.0, ""le petit château"": 1.0, ""la maison arabe"": 1.0, ""dar el jeld"": 1.0}"
"restaurant le cap","2","0.0051","5.0","1.0","0.0","0.0","1","0.0026","unstable","341.5","1","0.3333","{""top_recommendation"": 0.0, ""cuisine_authentique"": 0.0, ""localisation"": 0.0149, ""occasion_speciale"": 0.0, ""comparatif"": 0.0149, ""avis_touristes"": 0.0}","{""le mirage"": 1.0, ""café de france"": 0.5, ""le jardin de marsa"": 0.5, ""la perle"": 0.5, ""le clos des oliviers"": 0.5}"
"cafe de paris","1","0.0026","","0.0","0.0","0.0","1","0.0026","unstable","0.0","1","0.3333","{""top_recommendation"": 0.0, ""cuisine_authentique"": 0.0, ""localisation"": 0.0149, ""occasion_speciale"": 0.0, ""comparatif"": 0.0, ""avis_touristes"": 0.0}","{""chez ali"": 1.0, ""le souk des epices"": 1.0}"
"le restaurant le corail","2","0.0051","6.0","1.0","0.0","0.0","2","0.0026","unstable","79.5","1","0.3333","{""top_recommendation"": 0.0, ""cuisine_authentique"": 0.0, ""localisation"": 0.0149, ""occasion_speciale"": 0.0182, ""comparatif"": 0.0, ""avis_touristes"": 0.0}","{""le bistrot de la marsa"": 0.5, ""le grand bleu"": 0.5, ""la villa bleue"": 1.0, ""la maison arabe"": 0.5, ""le café de la plage"": 0.5, ""le restaurant de la médina"": 0.5, ""dar el jeld"": 0.5}"
"le central","2","0.0051","3.0","1.0","0.0","0.5","2","0.0026","unstable","58.0","1","0.3333","{""top_recommendation"": 0.0143, ""cuisine_authentique"": 0.0141, ""localisation"": 0.0, ""occasion_speciale"": 0.0, ""comparatif"": 0.0, ""avis_touristes"": 0.0}","{""el khayam"": 0.5, ""la medina"": 0.5, ""el ksar"": 0.5, ""café des nattes"": 0.5, ""la kasbah"": 0.5, ""la maison du brik"": 0.5, ""le grand vefour"": 0.5}"
"le bistrot de la medina","1","0.0026","2.0","0.0","0.0","1.0","1","0.0026","unstable","83.0","1","0.3333","{""top_recommendation"": 0.0, ""cuisine_authentique"": 0.0, ""localisation"": 0.0, ""occasion_speciale"": 0.0182, ""comparatif"": 0.0, ""avis_touristes"": 0.0}","{""la medina"": 1.0, ""la table d'or"": 1.0, ""le sultan"": 1.0, ""le jardin"": 1.0}"
"le grand cafe","1","0.0026","3.0","0.0","0.0","1.0","1","0.0026","unstable","0.0","1","0.3333","{""top_recommendation"": 0.0, ""cuisine_authentique"": 0.0, ""localisation"": 0.0, ""occasion_speciale"": 0.0, ""comparatif"": 0.0, ""avis_touristes"": 0.0164}","{""la kasbah"": 1.0, ""le restaurant de la plage"": 1.0, ""la maison de la medina"": 1.0, ""le pirate"": 1.0}"
"dar sousse","2","0.0051","6.0","1.0","0.0","0.0","2","0.0026","unstable","619.5","1","0.3333","{""top_recommendation"": 0.0, ""cuisine_authentique"": 0.0, ""localisation"": 0.0299, ""occasion_speciale"": 0.0, ""comparatif"": 0.0, ""avis_touristes"": 0.0}","{""le soleil d’or"": 0.5, ""café de france"": 0.5, ""la maison bleue"": 0.5, ""le jardin de la kasbah"": 0.5, ""le café de france"": 0.5, ""chez mokhtar"": 0.5, ""café de la poste"": 0.5, ""la fontaine"": 0.5}"
"le couscous de la medina","2","0.0051","3.0","1.0","0.0","0.5","2","0.0026","unstable","20.0","1","0.3333","{""top_recommendation"": 0.0, ""cuisine_authentique"": 0.0282, ""localisation"": 0.0, ""occasion_speciale"": 0.0, ""comparatif"": 0.0, ""avis_touristes"": 0.0}","{""la maison arabe"": 0.5, ""dar el jeld"": 1.0, ""le restaurant el ali"": 0.5, ""le grand vefour"": 1.0, ""el ali"": 0.5, ""le restaurant de la kasbah"": 0.5}"
"le jardin de la médina","1","0.0026","5.0","0.0","0.0","0.0","1","0.0026","unstable","77.0","1","0.3333","{""top_recommendation"": 0.0, ""cuisine_authentique"": 0.0, ""localisation"": 0.0, ""occasion_speciale"": 0.0, ""comparatif"": 0.0, ""avis_touristes"": 0.0164}","{""la médina"": 1.0, ""la grotte"": 1.0, ""dar el jeld"": 1.0, ""le bistrot du port"": 1.0}"
"le baron","2","0.0051","4.0","1.0","0.0","0.5","2","0.0026","unstable","55.0","1","0.3333","{""top_recommendation"": 0.0143, ""cuisine_authentique"": 0.0, ""localisation"": 0.0, ""occasion_speciale"": 0.0, ""comparatif"": 0.0149, ""avis_touristes"": 0.0}","{""la medina"": 0.5, ""dar el jeld"": 0.5, ""la kasbah"": 0.5, ""la maison arabe"": 0.5, ""el hana"": 0.5, ""le grand hotel sousse"": 0.5, ""el farouk"": 0.5}"
"el mouradi sousse","2","0.0051","4.0","1.0","0.0","0.5","2","0.0026","unstable","1143.5","1","0.3333","{""top_recommendation"": 0.0, ""cuisine_authentique"": 0.0, ""localisation"": 0.0, ""occasion_speciale"": 0.0, ""comparatif"": 0.0299, ""avis_touristes"": 0.0}","{""le jardin"": 0.5, ""café de la poste"": 0.5, ""chez ali"": 0.5, ""café de paris"": 0.5, ""le jardin des sens"": 0.5}"
"du port","2","0.0051","4.0","1.0","0.0","0.5","1","0.0026","unstable","431.0","2","0.6667","{""top_recommendation"": 0.0143, ""cuisine_authentique"": 0.0141, ""localisation"": 0.0, ""occasion_speciale"": 0.0, ""comparatif"": 0.0, ""avis_touristes"": 0.0}","{""chez ali"": 0.5, ""la maison de la couscous"": 0.5, ""dar el jeld"": 0.5, ""le jardin"": 0.5, ""café de la paix"": 0.5, ""la maison de la mer"": 0.5, ""la kasbah"": 0.5}"
"le belvedere","1","0.0026","3.0","0.0","0.0","1.0","1","0.0026","unstable","98.0","1","0.3333","{""top_recommendation"": 0.0, ""cuisine_authentique"": 0.0, ""localisation"": 0.0, ""occasion_speciale"": 0.0, ""comparatif"": 0.0149, ""avis_touristes"": 0.0}","{""la maison blanche"": 1.0, ""dar el jeld"": 1.0}"
"el farah","2","0.0051","4.0","1.0","0.0","0.5","2","0.0026","unstable","58.5","1","0.3333","{""top_recommendation"": 0.0, ""cuisine_authentique"": 0.0141, ""localisation"": 0.0149, ""occasion_speciale"": 0.0, ""comparatif"": 0.0, ""avis_touristes"": 0.0}","{""la kasbah"": 0.5, ""dar el jeld"": 1.0, ""la maison blanche"": 1.0, ""le petit châtelet"": 0.5, ""le calypso"": 0.5, ""café de paris"": 0.5, ""la villa"": 0.5, ""le pirate"": 0.5}"
"le café de la kasbah","2","0.0051","4.0","1.0","0.0","0.5","2","0.0026","unstable","116.5","1","0.3333","{""top_recommendation"": 0.0, ""cuisine_authentique"": 0.0141, ""localisation"": 0.0149, ""occasion_speciale"": 0.0, ""comparatif"": 0.0, ""avis_touristes"": 0.0}","{""la kasbah"": 0.5, ""la maison arabe"": 0.5, ""dar el jeld"": 1.0, ""le grand vefour"": 1.0, ""el ali"": 0.5, ""la maison de la medina"": 0.5, ""dar slah"": 0.5, ""le bardo"": 0.5}"
"le bistro du coin","3","0.0077","5.3333","2.0548","0.0","0.3333","3","0.0025","unstable","82.0","1","0.3333","{""top_recommendation"": 0.0, ""cuisine_authentique"": 0.0141, ""localisation"": 0.0149, ""occasion_speciale"": 0.0182, ""comparatif"": 0.0, ""avis_touristes"": 0.0}","{""dar el jeld"": 0.3333, ""le grand vefour"": 0.3333, ""le café des nattes"": 0.6667, ""la maison de la méditerranée"": 0.3333, ""le grand café de la marsa"": 0.3333, ""le bistrot de la marsa"": 0.3333, ""le restaurant de la plage"": 0.3333, ""la villa bleue"": 0.3333, ""la villa didon"": 0.3333, ""la mammounia"": 0.3333, ""le grand café de tunis"": 0.3333, ""al fassia"": 0.3333}"
"le clos des oliviers","4","0.0102","4.75","3.3448","0.25","0.5","2","0.0023","unstable","440.8","1","0.3333","{""top_recommendation"": 0.0, ""cuisine_authentique"": 0.0, ""localisation"": 0.0, ""occasion_speciale"": 0.0182, ""comparatif"": 0.0299, ""avis_touristes"": 0.0164}","{""chez ali"": 0.25, ""restaurant le cap"": 0.25, ""le mirage"": 0.25, ""la baie"": 0.25, ""le jardin des sens"": 0.25, ""le chantier"": 0.25, ""café des négociants"": 0.25, ""le jardin"": 0.25}"
"le restaurant de la médina","3","0.0077","3.6667","2.357","0.0","0.6667","2","0.0023","unstable","42.3","1","0.3333","{""top_recommendation"": 0.0143, ""cuisine_authentique"": 0.0, ""localisation"": 0.0, ""occasion_speciale"": 0.0182, ""comparatif"": 0.0149, ""avis_touristes"": 0.0}","{""le café de la gare"": 0.3333, ""le bosphore"": 0.3333, ""dar el jem"": 0.3333, ""le corsaire"": 0.3333, ""le petit château"": 0.3333, ""le pirate"": 0.3333, ""le restaurant le corail"": 0.3333, ""la villa bleue"": 0.3333, ""dar el jeld"": 0.3333, ""le restaurant de la plage"": 0.3333, ""le grand vefour"": 0.3333, ""le restaurant le pirate"": 0.3333, ""le café des nattes"": 0.3333}"
"le dinar","3","0.0077","2.6667","2.357","0.6667","0.6667","3","0.0023","unstable","687.3","1","0.3333","{""top_recommendation"": 0.0286, ""cuisine_authentique"": 0.0, ""localisation"": 0.0, ""occasion_speciale"": 0.0, ""comparatif"": 0.0149, ""avis_touristes"": 0.0}","{""le carthage"": 0.3333, ""la maison de la tradition"": 0.3333, ""el mouradi"": 0.6667, ""café des arts"": 0.3333, ""la table de sousse"": 0.3333, ""dar el khemis"": 0.3333, ""dar jilani"": 0.3333, ""dar essafra"": 0.3333}"
"la maison de l'artisan","4","0.0102","3.75","3.6315","0.25","0.75","3","0.0022","unstable","1159.5","1","0.3333","{""top_recommendation"": 0.0143, ""cuisine_authentique"": 0.0141, ""localisation"": 0.0149, ""occasion_speciale"": 0.0182, ""comparatif"": 0.0, ""avis_touristes"": 0.0}","{""le jardin de la medina"": 0.5, ""dar jilani"": 0.25, ""el bahri"": 0.5, ""dar el jeld"": 0.25, ""café de france"": 0.25, ""dar jellouli"": 0.25, ""dar aziza"": 0.25}"
"le cap","2","0.0051","2.5","1.5","0.5","0.5","1","0.002","unstable","494.0","2","0.6667","{""top_recommendation"": 0.0286, ""cuisine_authentique"": 0.0, ""localisation"": 0.0, ""occasion_speciale"": 0.0, ""comparatif"": 0.0, ""avis_touristes"": 0.0}","{""la medina"": 0.5, ""la kasbah"": 0.5, ""le bled"": 0.5, ""la terrasse"": 0.5, ""chez ali"": 0.5, ""la maison de la couscous"": 0.5, ""dar el jeld"": 0.5, ""le jardin de l'oasis"": 0.5}"
"chez hedi","2","0.0051","2.5","1.5","0.5","0.5","2","0.002","unstable","635.0","2","0.6667","{""top_recommendation"": 0.0143, ""cuisine_authentique"": 0.0, ""localisation"": 0.0149, ""occasion_speciale"": 0.0, ""comparatif"": 0.0, ""avis_touristes"": 0.0}","{""le bled"": 0.5, ""le jardin"": 0.5, ""le ksar"": 0.5, ""le petit châtelet"": 0.5, ""dar el jeld"": 0.5, ""la kasbah"": 0.5}"
"le sindbad","2","0.0051","3.5","1.5","0.0","0.5","1","0.002","unstable","87.0","1","0.3333","{""top_recommendation"": 0.0, ""cuisine_authentique"": 0.0, ""localisation"": 0.0, ""occasion_speciale"": 0.0, ""comparatif"": 0.0299, ""avis_touristes"": 0.0}","{""la mamma"": 0.5, ""dar el jeld"": 0.5, ""la villa didon"": 0.5, ""le grand vefour"": 0.5, ""la maison de la medina"": 0.5, ""le calypso"": 0.5}"
"la belle époque","2","0.0051","2.5","1.5","0.5","0.5","2","0.002","unstable","115.0","1","0.3333","{""top_recommendation"": 0.0, ""cuisine_authentique"": 0.0, ""localisation"": 0.0, ""occasion_speciale"": 0.0, ""comparatif"": 0.0299, ""avis_touristes"": 0.0}","{""la ghriba"": 0.5, ""café des nattes"": 0.5, ""dar el jeld"": 0.5, ""la mer"": 0.5}"
"le café de la médina","2","0.0051","5.5","1.5","0.0","0.0","2","0.002","unstable","39.0","1","0.3333","{""top_recommendation"": 0.0, ""cuisine_authentique"": 0.0, ""localisation"": 0.0299, ""occasion_speciale"": 0.0, ""comparatif"": 0.0, ""avis_touristes"": 0.0}","{""la kasbah"": 0.5, ""dar slah"": 0.5, ""dar el jeld"": 0.5, ""le souk"": 0.5, ""le pacha"": 0.5, ""le grand vefour"": 0.5, ""dar zarrouk"": 0.5, ""la maison blanche"": 0.5, ""la maison de la médina"": 0.5, ""le café des nattes"": 0.5, ""dar el jaziri"": 0.5}"
"el fell","2","0.0051","2.5","1.5","0.5","0.5","2","0.002","unstable","54.5","1","0.3333","{""top_recommendation"": 0.0286, ""cuisine_authentique"": 0.0, ""localisation"": 0.0, ""occasion_speciale"": 0.0, ""comparatif"": 0.0, ""avis_touristes"": 0.0}","{""la medina"": 0.5, ""la kasbah"": 0.5, ""le port"": 0.5, ""le café de la plage"": 0.5, ""el mouradi"": 0.5, ""dar el jaziri"": 0.5, ""la maison arabe"": 0.5, ""le petit château"": 0.5, ""dar el fell"": 0.5}"
"zitouna","2","0.0051","2.5","1.5","0.5","0.5","2","0.002","unstable","325.0","2","0.6667","{""top_recommendation"": 0.0, ""cuisine_authentique"": 0.0141, ""localisation"": 0.0, ""occasion_speciale"": 0.0, ""comparatif"": 0.0149, ""avis_touristes"": 0.0}","{""la tonnelle"": 0.5, ""le jardin de l'orangerie"": 0.5, ""el mouradi"": 0.5}"
"la casa","3","0.0077","5.0","2.9439","0.3333","0.3333","2","0.002","unstable","90.0","2","0.6667","{""top_recommendation"": 0.0143, ""cuisine_authentique"": 0.0, ""localisation"": 0.0, ""occasion_speciale"": 0.0, ""comparatif"": 0.0149, ""avis_touristes"": 0.0164}","{""le bistrot"": 0.3333, ""le restaurant de la plage"": 0.3333, ""le grand café"": 0.3333, ""el khayam"": 0.3333, ""le patio"": 0.3333, ""le comptoir"": 0.3333, ""la terrasse"": 0.3333, ""le restaurant du port"": 0.3333, ""la grotte"": 0.3333, ""le corsaire"": 0.3333, ""dar el jeld"": 0.3333, ""el farouk"": 0.3333, ""la maison blanche"": 0.3333, ""le golfe"": 0.3333, ""le petit châtelet"": 0.3333}"
"dar djerbi","3","0.0077","3.6667","3.0912","0.3333","0.6667","3","0.0019","unstable","721.0","1","0.3333","{""top_recommendation"": 0.0, ""cuisine_authentique"": 0.0141, ""localisation"": 0.0149, ""occasion_speciale"": 0.0, ""comparatif"": 0.0, ""avis_touristes"": 0.0164}","{""le restaurant de la medina"": 0.3333, ""café des arts"": 0.3333, ""café de la paix"": 0.3333, ""le jardin de carthage"": 0.3333, ""café de paris"": 0.3333, ""la tonnelle"": 0.3333, ""chez lamine"": 0.3333, ""le jardin de la medina"": 0.3333, ""la maison de la photographie"": 0.3333, ""le jardin"": 0.3333}"
"la maison du brik","3","0.0077","4.3333","3.3993","0.3333","0.6667","3","0.0018","unstable","403.0","3","1.0","{""top_recommendation"": 0.0, ""cuisine_authentique"": 0.0423, ""localisation"": 0.0, ""occasion_speciale"": 0.0, ""comparatif"": 0.0, ""avis_touristes"": 0.0}","{""la brikerie"": 0.3333, ""le restaurant el ali"": 0.3333, ""le café des nattes"": 0.3333, ""café des nattes"": 0.3333, ""la kasbah"": 0.3333, ""le central"": 0.3333, ""le grand vefour"": 0.3333, ""chez ali"": 0.3333, ""brik el khadra"": 0.3333, ""dar essaffar"": 0.3333, ""café de france"": 0.3333}"
"la maison des épices","2","0.0051","5.0","2.0","0.0","0.5","1","0.0017","unstable","255.5","1","0.3333","{""top_recommendation"": 0.0, ""cuisine_authentique"": 0.0282, ""localisation"": 0.0, ""occasion_speciale"": 0.0, ""comparatif"": 0.0, ""avis_touristes"": 0.0}","{""dar essouk"": 0.5, ""dar ezzahra"": 0.5}"
"le café de la place","2","0.0051","5.0","2.0","0.0","0.5","2","0.0017","unstable","132.0","2","0.6667","{""top_recommendation"": 0.0143, ""cuisine_authentique"": 0.0, ""localisation"": 0.0149, ""occasion_speciale"": 0.0, ""comparatif"": 0.0, ""avis_touristes"": 0.0}","{""le grand café"": 0.5, ""la maison de la medina"": 0.5, ""le café des nattes"": 0.5, ""la maison des arts"": 0.5}"
"le café des nuits","2","0.0051","8.0","2.0","0.0","0.0","1","0.0017","unstable","287.5","2","0.6667","{""top_recommendation"": 0.0, ""cuisine_authentique"": 0.0, ""localisation"": 0.0149, ""occasion_speciale"": 0.0, ""comparatif"": 0.0149, ""avis_touristes"": 0.0}","{""dar essalam"": 0.5, ""café des arts"": 0.5, ""la maison des saveurs"": 0.5, ""dar el jeld"": 0.5, ""la terrasse du port"": 0.5, ""le jardin de carthage"": 0.5, ""le bistrot"": 0.5, ""le restaurant de la medina"": 0.5, ""la maison arabe"": 0.5, ""le grand café"": 0.5, ""la terrasse"": 0.5}"
"dar baaziz","2","0.0051","4.0","2.0","0.0","0.5","1","0.0017","unstable","192.0","1","0.3333","{""top_recommendation"": 0.0, ""cuisine_authentique"": 0.0, ""localisation"": 0.0, ""occasion_speciale"": 0.0, ""comparatif"": 0.0149, ""avis_touristes"": 0.0164}","{""la maison blanche"": 0.5, ""dar el jeld"": 1.0, ""le calypso"": 0.5, ""café des nattes"": 0.5, ""la villa"": 0.5, ""le souk"": 0.5, ""le pirate"": 0.5}"
"dar kalthoum","2","0.0051","4.0","2.0","0.0","0.5","1","0.0017","unstable","1119.0","1","0.3333","{""top_recommendation"": 0.0, ""cuisine_authentique"": 0.0, ""localisation"": 0.0, ""occasion_speciale"": 0.0, ""comparatif"": 0.0299, ""avis_touristes"": 0.0}","{""le clos de sousse"": 0.5, ""le jardin de l'atlas"": 0.5, ""le jardin des oliviers"": 0.5, ""la maison de la photographie"": 0.5, ""le soummam"": 0.5, ""la perle"": 0.5, ""chez ali"": 0.5, ""sousse restaurant"": 0.5, ""el mouradi"": 0.5, ""le jardin de carthage"": 0.5}"
"la baie","2","0.0051","3.0","2.0","0.5","0.5","2","0.0017","unstable","602.5","1","0.3333","{""top_recommendation"": 0.0, ""cuisine_authentique"": 0.0, ""localisation"": 0.0, ""occasion_speciale"": 0.0, ""comparatif"": 0.0149, ""avis_touristes"": 0.0164}","{""le phare"": 0.5, ""le jardin des sens"": 0.5, ""le clos des oliviers"": 0.5, ""le chantier"": 0.5, ""café des négociants"": 0.5, ""le jardin"": 0.5}"
"le jardin de marsa","2","0.0051","3.0","2.0","0.5","0.5","2","0.0017","unstable","725.0","1","0.3333","{""top_recommendation"": 0.0, ""cuisine_authentique"": 0.0, ""localisation"": 0.0299, ""occasion_speciale"": 0.0, ""comparatif"": 0.0, ""avis_touristes"": 0.0}","{""café de la plage"": 0.5, ""chez ali"": 0.5, ""dar el jeld"": 0.5, ""restaurant le cap"": 0.5, ""le mirage"": 0.5, ""café de france"": 0.5, ""la perle"": 0.5}"
"le jardin de l'orangerie","2","0.0051","4.0","2.0","0.0","0.5","1","0.0017","unstable","78.0","1","0.3333","{""top_recommendation"": 0.0, ""cuisine_authentique"": 0.0, ""localisation"": 0.0, ""occasion_speciale"": 0.0, ""comparatif"": 0.0299, ""avis_touristes"": 0.0}","{""la tonnelle"": 0.5, ""zitouna"": 0.5, ""el mouradi"": 0.5, ""chez ali"": 0.5, ""dar el-andalous"": 0.5}"
"dar essouk","2","0.0051","4.0","2.0","0.0","0.5","2","0.0017","unstable","781.0","1","0.3333","{""top_recommendation"": 0.0, ""cuisine_authentique"": 0.0141, ""localisation"": 0.0, ""occasion_speciale"": 0.0, ""comparatif"": 0.0149, ""avis_touristes"": 0.0}","{""la maison des épices"": 0.5, ""dar ezzahra"": 0.5, ""le jardin"": 0.5, ""café de paris"": 0.5, ""la perle"": 0.5}"
"souk el attarine","2","0.0051","3.5","2.5","0.5","0.5","2","0.0015","unstable","735.5","1","0.3333","{""top_recommendation"": 0.0143, ""cuisine_authentique"": 0.0141, ""localisation"": 0.0, ""occasion_speciale"": 0.0, ""comparatif"": 0.0, ""avis_touristes"": 0.0}","{""café des arts"": 1.0, ""dar el khemis"": 0.5, ""dar el jeld"": 0.5, ""le jardin"": 1.0, ""la terrasse"": 0.5, ""la perle"": 0.5, ""la gourmandine"": 0.5}"
"la zalabia","2","0.0051","3.5","2.5","0.5","0.5","2","0.0015","unstable","63.0","1","0.3333","{""top_recommendation"": 0.0, ""cuisine_authentique"": 0.0, ""localisation"": 0.0149, ""occasion_speciale"": 0.0, ""comparatif"": 0.0, ""avis_touristes"": 0.0164}","{""dar el jeld"": 0.5, ""la kasbah"": 0.5, ""la ghriba"": 0.5, ""le bistrot de la mer"": 0.5, ""el hana"": 0.5, ""le jardin de djerba"": 0.5}"
"la table de la marsa","3","0.0077","6.3333","4.1096","0.3333","0.3333","2","0.0015","unstable","227.3","2","0.6667","{""top_recommendation"": 0.0, ""cuisine_authentique"": 0.0, ""localisation"": 0.0299, ""occasion_speciale"": 0.0182, ""comparatif"": 0.0, ""avis_touristes"": 0.0}","{""le grand café de la marsa"": 0.3333, ""le bistrot de la marsa"": 0.3333, ""la villa bleue"": 0.3333, ""dar el jeld"": 0.3333, ""la maison de la mer"": 0.3333, ""le café des nattes"": 0.3333, ""le jardin des sens"": 0.3333, ""la perle"": 0.3333, ""la fontaine"": 0.3333, ""le jardin de carthage"": 0.3333, ""la maison des saveurs"": 0.3333}"
